City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
295,Lompoc,1,US,2021-07-08 17:31:56,80,34.6391,-120.4579,93.13,4.61
296,Marzuq,75,YE,2021-07-08 17:35:23,55,14.4,46.4667,80.49,7.0
297,Morondava,10,MG,2021-07-08 17:35:23,69,-20.2833,44.2833,75.61,18.34
298,Sokoni,47,TZ,2021-07-08 17:35:24,79,-6.4333,39.55,76.73,16.84
299,Chifeng,87,CN,2021-07-08 17:35:24,70,42.2683,118.9636,68.32,3.2
300,Nioro,50,GM,2021-07-08 17:35:24,44,13.35,-15.75,94.71,9.48
301,San Quintin,91,MX,2021-07-08 17:32:20,63,30.4833,-115.95,74.17,8.16
302,Vaitape,10,PF,2021-07-08 17:35:24,66,-16.5167,-151.75,79.75,15.41
303,Ascoli Piceno,89,IT,2021-07-08 17:35:25,45,42.8548,13.5749,92.01,4.79
304,Viedma,100,AR,2021-07-08 17:32:37,36,-40.8135,-62.9967,60.55,11.21
305,Buta,100,CD,2021-07-08 17:35:25,95,2.7858,24.73,71.91,2.89
306,Clyde River,75,CA,2021-07-08 17:35:25,87,70.4692,-68.5914,43.03,9.22
307,Sayansk,100,RU,2021-07-08 17:35:26,94,54.1088,102.1648,48.22,5.01
308,Olavarria,96,AR,2021-07-08 17:35:26,75,-36.8927,-60.3225,63.07,12.28
309,Myre,100,NO,2021-07-08 17:35:26,94,69.1036,15.9492,61.02,10.67
310,Auki,20,SB,2021-07-08 17:35:26,89,-8.7676,160.7034,76.06,4.05
311,Lagoa,7,PT,2021-07-08 17:35:27,91,39.05,-27.9833,71.46,11.9
312,Koshurnikovo,31,RU,2021-07-08 17:35:27,94,54.1667,93.3,45.99,2.68
313,Mahebourg,75,MU,2021-07-08 17:35:27,83,-20.4081,57.7,74.25,16.11
314,Mmabatho,0,ZA,2021-07-08 17:35:28,50,-25.85,25.6333,49.96,5.75
315,Mortka,81,RU,2021-07-08 17:35:28,65,59.3322,66.0214,67.68,3.69
316,Sakakah,0,SA,2021-07-08 17:35:28,9,29.9697,40.2064,105.37,8.14
317,Sabha,0,LY,2021-07-08 17:35:28,15,27.0377,14.4283,94.33,11.01
318,Mareeba,98,AU,2021-07-08 17:35:29,97,-17.0,145.4333,65.44,1.97
319,Umm Lajj,0,SA,2021-07-08 17:35:29,50,25.0213,37.2685,88.66,7.2
320,Imbituba,0,BR,2021-07-08 17:35:29,68,-28.24,-48.6703,71.49,7.09
321,Tecolutla,100,MX,2021-07-08 17:35:30,70,20.4833,-97.0167,85.86,4.94
322,Lyantonde,72,UG,2021-07-08 17:35:30,74,-0.4031,31.1572,65.75,0.49
323,Dingle,92,PH,2021-07-08 17:35:30,89,10.9995,122.6711,77.07,4.81
324,Byron Bay,93,AU,2021-07-08 17:35:30,82,-28.65,153.6167,59.05,11.88
325,Hualmay,29,PE,2021-07-08 17:35:31,65,-11.0964,-77.6139,67.96,9.55
326,Aras,20,ES,2021-07-08 17:35:31,41,42.5617,-2.356,72.01,5.75
327,Xianyang,0,CN,2021-07-08 17:35:31,69,34.3378,108.7026,81.64,6.71
328,Bonthe,50,SL,2021-07-08 17:35:31,75,7.5264,-12.505,81.32,10.16
329,Harnosand,24,SE,2021-07-08 17:35:32,59,62.6323,17.9379,77.0,12.03
330,Sur,22,OM,2021-07-08 17:35:32,54,22.5667,59.5289,89.47,17.07
331,Kangaatsiaq,4,GL,2021-07-08 17:35:32,77,68.3065,-53.4641,39.61,16.22
332,Cap Malheureux,6,MU,2021-07-08 17:35:33,75,-19.9842,57.6142,74.46,5.99
333,Kurilsk,58,RU,2021-07-08 17:35:33,93,45.2333,147.8833,49.93,6.55
334,Marawi,100,PH,2021-07-08 17:35:33,97,7.9986,124.2928,70.65,2.06
335,Baykit,81,RU,2021-07-08 17:35:33,86,61.67,96.37,49.28,3.58
336,Huainan,74,CN,2021-07-08 17:35:34,92,32.6264,116.9969,72.84,6.11
337,Santa Maria,0,BR,2021-07-08 17:35:34,60,-29.6842,-53.8069,70.9,4.61
338,Taoudenni,51,ML,2021-07-08 17:35:34,4,22.6783,-3.9836,118.09,13.82
339,Buala,29,SB,2021-07-08 17:35:35,84,-8.145,159.5921,78.82,7.43
340,Pacific Grove,90,US,2021-07-08 17:33:04,89,36.6177,-121.9166,85.15,4.0
341,Artvin,1,TR,2021-07-08 17:35:35,85,41.1667,41.8333,67.28,2.08
342,Alofi,19,NU,2021-07-08 17:35:35,100,-19.0595,-169.9187,69.69,1.14
343,Japura,62,ID,2021-07-08 17:35:35,93,-0.3167,102.35,74.21,2.89
344,Antalaha,22,MG,2021-07-08 17:35:36,84,-14.9003,50.2788,69.93,5.53
345,Turukhansk,86,RU,2021-07-08 17:35:36,70,65.8167,87.9833,45.41,9.86
346,Quatre Cocos,31,MU,2021-07-08 17:35:36,81,-20.2078,57.7625,74.08,19.19
347,Katangli,31,RU,2021-07-08 17:35:37,95,51.7102,143.2326,49.44,3.76
348,Majene,100,ID,2021-07-08 17:35:37,90,-3.5403,118.9707,76.3,5.84
349,Joetsu,97,JP,2021-07-08 17:35:37,96,37.1483,138.2364,77.72,2.42
350,Banjar,89,ID,2021-07-08 17:35:38,92,-8.19,114.9675,80.46,1.74
351,Fortuna,90,US,2021-07-08 17:35:38,95,40.5982,-124.1573,57.65,8.05
352,Ozernovskiy,100,RU,2021-07-08 17:35:38,98,51.5,156.5167,48.56,3.96
353,Santiago Del Estero,0,AR,2021-07-08 17:35:35,36,-27.7951,-64.2615,74.8,11.5
354,Aitape,100,PG,2021-07-08 17:35:39,89,-3.1374,142.3475,77.23,4.25
355,Port Shepstone,0,ZA,2021-07-08 17:35:39,67,-30.7414,30.455,66.69,13.06
356,Klaksvik,98,FO,2021-07-08 17:35:39,88,62.2266,-6.589,52.72,5.03
357,Galdar,50,ES,2021-07-08 17:35:40,72,28.147,-15.6502,77.36,19.1
358,Concepcion Del Oro,58,MX,2021-07-08 17:35:40,47,24.6333,-101.4167,70.9,3.0
359,Baghdad,0,IQ,2021-07-08 17:35:40,15,33.3406,44.4009,102.11,8.05
360,Great Yarmouth,57,GB,2021-07-08 17:35:41,80,52.6083,1.7305,65.55,6.17
361,Inuvik,20,CA,2021-07-08 17:35:41,64,68.3499,-133.7218,69.84,8.05
362,Bandarbeyla,57,SO,2021-07-08 17:35:41,78,9.4942,50.8122,76.69,31.92
363,San Policarpo,47,PH,2021-07-08 17:35:41,82,12.1791,125.5072,81.0,5.82
364,Hovd,67,MN,2021-07-08 17:35:42,72,48.0056,91.6419,64.53,1.07
365,Inhambane,0,MZ,2021-07-08 17:35:42,88,-23.865,35.3833,66.18,0.0
366,Cidreira,0,BR,2021-07-08 17:35:42,71,-30.1811,-50.2056,65.84,4.65
367,Itarema,1,BR,2021-07-08 17:35:43,61,-2.9248,-39.9167,84.49,18.05
368,Huarmey,40,PE,2021-07-08 17:35:43,66,-10.0681,-78.1522,69.33,11.72
369,Kalengwa,0,ZM,2021-07-08 17:35:43,40,-13.4659,25.0027,58.39,4.92
370,Lincoln,1,US,2021-07-08 17:35:15,63,40.8,-96.667,81.14,3.0
371,Kathmandu,75,NP,2021-07-08 17:35:33,100,27.7167,85.3167,70.02,0.0
372,Algiers,75,DZ,2021-07-08 17:34:33,78,36.7525,3.042,78.62,18.41
373,Visnes,98,NO,2021-07-08 17:35:44,87,59.3556,5.2242,63.57,11.41
374,Comodoro Rivadavia,0,AR,2021-07-08 17:35:44,50,-45.8667,-67.5,49.86,6.91
375,Novaya Bryan,80,RU,2021-07-08 17:35:44,99,51.7159,108.2691,68.77,4.41
376,Karratha,0,AU,2021-07-08 17:35:44,56,-20.7377,116.8463,65.98,6.08
377,Goundi,99,TD,2021-07-08 17:35:45,90,9.3627,17.366,71.74,1.92
378,Hay River,40,CA,2021-07-08 17:35:45,60,60.8156,-115.7999,73.38,11.5
379,General Roca,100,AR,2021-07-08 17:35:45,46,-39.0333,-67.5833,59.4,15.14
380,Batsfjord,97,NO,2021-07-08 17:35:46,92,70.6345,29.7185,59.22,23.73
381,Romny,6,UA,2021-07-08 17:35:46,68,50.751,33.4747,69.62,6.2
382,Niort,70,FR,2021-07-08 17:35:46,58,46.3333,-0.3333,70.72,4.0
383,Cotonou,40,BJ,2021-07-08 17:33:00,89,6.3654,2.4183,80.58,11.5
384,Santa Barbara,1,US,2021-07-08 17:35:46,49,34.7333,-120.0343,93.34,4.61
385,Nelson Bay,100,AU,2021-07-08 17:35:47,95,-32.7167,152.15,53.01,9.51
386,Springdale,40,US,2021-07-08 17:31:35,70,36.1867,-94.1288,87.03,3.0
387,Port Keats,81,AU,2021-07-08 17:35:47,48,-14.25,129.55,71.24,6.29
388,Akita,100,JP,2021-07-08 17:35:47,92,39.7167,140.1167,70.43,10.42
389,Zhigansk,99,RU,2021-07-08 17:35:48,98,66.7697,123.3711,56.23,4.68
390,San Luis,0,AR,2021-07-08 17:35:48,41,-33.295,-66.3356,68.4,14.76
391,San Andres,75,CO,2021-07-08 17:35:48,79,12.5847,-81.7006,86.02,14.97
392,Odweyne,72,SO,2021-07-08 17:35:48,56,9.4092,45.064,73.15,19.08
393,Farafangana,6,MG,2021-07-08 17:35:49,73,-22.8167,47.8333,68.97,8.1
394,Bathsheba,75,BB,2021-07-08 17:35:49,70,13.2167,-59.5167,86.61,25.32
395,Manta,40,EC,2021-07-08 17:35:49,70,-0.95,-80.7333,83.98,9.22
396,Srednekolymsk,99,RU,2021-07-08 17:35:49,67,67.45,153.6833,59.61,11.68
397,Okakarara,0,NA,2021-07-08 17:35:50,27,-20.5833,17.4333,58.78,6.71
398,Ayr,75,GB,2021-07-08 17:35:50,72,55.4627,-4.6339,68.92,6.91
399,Cap-Aux-Meules,40,CA,2021-07-08 17:35:50,62,47.3821,-61.8597,59.05,6.91
400,Berlevag,100,NO,2021-07-08 17:35:51,72,70.8578,29.0864,57.15,25.32
401,Ketchikan,90,US,2021-07-08 17:35:51,77,55.3422,-131.6461,59.47,9.22
402,Bhadra,27,IN,2021-07-08 17:35:51,28,29.1167,75.1667,98.87,9.24
403,Barao De Melgaco,0,BR,2021-07-08 17:35:51,14,-16.1944,-55.9675,93.72,1.7
404,Mulchen,100,CL,2021-07-08 17:35:52,74,-37.7167,-72.2333,49.86,7.52
405,Balakovo,94,RU,2021-07-08 17:35:52,68,52.0278,47.8007,69.84,4.9
406,Dauriya,4,RU,2021-07-08 17:35:52,85,49.9333,116.8667,64.18,1.39
407,Medea,20,DZ,2021-07-08 17:35:53,67,36.2642,2.7539,70.25,7.96
408,Zeya,61,RU,2021-07-08 17:35:53,85,53.75,127.2667,66.06,2.71
409,Berezniki,19,RU,2021-07-08 17:35:53,64,59.4152,56.8124,64.83,1.68
410,Menongue,14,AO,2021-07-08 17:35:54,30,-14.6585,17.691,59.67,5.64
411,Tevaitoa,13,PF,2021-07-08 17:35:54,68,-16.7833,-151.5,79.75,15.7
412,Oyama,100,JP,2021-07-08 17:35:54,96,36.3,139.8,72.66,2.51
413,Harper,100,LR,2021-07-08 17:35:55,85,4.375,-7.7169,77.49,12.66
414,Saint-Ambroise,94,CA,2021-07-08 17:35:55,35,48.5501,-71.3324,68.54,4.61
415,Ankang,93,CN,2021-07-08 17:35:55,83,32.68,109.0172,76.66,0.54
416,Sivaki,71,RU,2021-07-08 17:35:55,81,52.6333,126.75,66.79,4.76
417,Beloha,0,MG,2021-07-08 17:35:56,80,-25.1667,45.05,67.71,13.94
418,Semnan,0,IR,2021-07-08 17:35:56,43,35.5729,53.3971,82.71,13.27
419,Corinto,0,GR,2021-07-08 17:35:56,50,37.9407,22.9573,90.75,3.47
420,Pandan,82,PH,2021-07-08 17:35:56,87,14.0453,124.1694,79.83,6.06
421,Saraland,69,US,2021-07-08 17:35:57,72,30.8207,-88.0706,89.56,5.93
422,Sioux Lookout,20,CA,2021-07-08 17:35:57,35,50.1001,-91.917,70.18,3.44
423,Oktyabrskiy,69,RU,2021-07-08 17:35:57,68,54.4815,53.471,67.05,7.0
424,Talnakh,17,RU,2021-07-08 17:35:58,58,69.4865,88.3972,44.1,9.57
425,Svetlaya,100,RU,2021-07-08 17:35:58,96,46.5389,138.3297,57.18,1.63
426,Sar-E Pul,0,AF,2021-07-08 17:35:58,20,35.8333,66.1667,78.08,3.56
427,Nago,59,JP,2021-07-08 17:35:58,87,26.5881,127.9761,82.47,7.25
428,Young,0,UY,2021-07-08 17:35:59,54,-32.6833,-57.6333,73.22,12.06
429,Kismayo,70,SO,2021-07-08 17:35:59,78,-0.3582,42.5454,76.89,16.35
430,Ugoofaaru,100,MV,2021-07-08 17:35:59,79,5.6667,73.0,82.22,19.26
431,Los Llanos De Aridane,20,ES,2021-07-08 17:36:00,83,28.6585,-17.9182,69.55,19.57
432,Thap Than,100,TH,2021-07-08 17:36:00,94,15.4606,99.8917,76.6,4.74
433,Port Hardy,90,CA,2021-07-08 17:36:00,88,50.6996,-127.4199,55.58,9.22
434,Maraa,34,BR,2021-07-08 17:36:00,61,-1.8333,-65.3667,86.5,4.38
435,Glossa,0,GR,2021-07-08 17:36:01,72,35.4717,23.7763,82.09,6.96
436,Gewane,84,ET,2021-07-08 17:36:01,27,10.1664,40.6453,94.98,6.69
437,Vieques,40,PR,2021-07-08 17:36:01,66,18.425,-65.8329,90.84,18.41
438,Lasa,70,IT,2021-07-08 17:36:02,90,46.6166,10.7002,65.35,6.42
439,Vanimo,94,PG,2021-07-08 17:36:02,90,-2.6741,141.3028,77.18,4.45
440,Adrar,23,MR,2021-07-08 17:36:02,6,20.5022,-10.0711,108.45,21.07
441,Yanai,87,JP,2021-07-08 17:36:02,96,33.9667,132.1167,78.8,3.87
442,Kalmunai,73,LK,2021-07-08 17:36:03,82,7.4167,81.8167,79.88,13.42
443,Napanee,100,CA,2021-07-08 17:36:03,93,44.2501,-76.9494,68.04,7.52
444,Arauca,37,CO,2021-07-08 17:36:03,64,7.0847,-70.7591,85.64,7.47
445,Petropavlovsk-Kamchatskiy,75,RU,2021-07-08 17:31:17,100,53.0452,158.6483,48.79,0.0
446,Popondetta,100,PG,2021-07-08 17:36:04,98,-8.7537,148.2534,72.12,3.49
447,Hauterive,29,FR,2021-07-08 17:36:04,72,46.0901,3.4459,70.56,5.19
448,Amposta,36,ES,2021-07-08 17:36:04,41,40.7131,0.581,82.22,10.85
449,Alexandria,20,EG,2021-07-08 17:36:05,74,31.2156,29.9553,82.36,5.75
450,Kiama,81,AU,2021-07-08 17:36:05,90,-34.6833,150.8667,47.37,2.75
451,Carauari,52,BR,2021-07-08 17:36:05,76,-4.8828,-66.8958,83.75,2.62
452,Prince Rupert,90,CA,2021-07-08 17:36:05,87,54.3161,-130.3201,55.49,2.3
453,Pitkyaranta,54,RU,2021-07-08 17:36:06,79,61.5734,31.4792,65.26,5.12
454,Tiznit,0,MA,2021-07-08 17:36:06,56,29.5833,-9.5,73.89,6.85
455,Araouane,5,ML,2021-07-08 17:36:06,5,18.9048,-3.5265,111.94,7.02
456,Axim,86,GH,2021-07-08 17:36:07,83,4.8699,-2.2405,77.97,10.87
457,Celestun,87,MX,2021-07-08 17:36:07,50,20.8667,-90.4,91.67,1.25
458,Slave Lake,1,CA,2021-07-08 17:32:22,61,55.2834,-114.769,76.98,4.61
459,Dawson Creek,1,CA,2021-07-08 17:36:07,43,55.7666,-120.2362,71.24,3.44
460,Yongan,32,CN,2021-07-08 17:36:07,52,39.6957,113.6871,67.06,4.59
461,Yaan,82,NG,2021-07-08 17:36:08,79,7.3833,8.5667,78.13,7.72
462,Beringovskiy,77,RU,2021-07-08 17:36:08,84,63.05,179.3167,48.61,9.08
463,Russell,90,US,2021-07-08 17:31:36,68,32.3502,-85.1999,84.38,0.0
464,Tambun,92,ID,2021-07-08 17:36:08,74,-6.2641,107.0712,82.47,3.06
465,Ola,100,RU,2021-07-08 17:36:09,96,59.5833,151.2833,51.42,6.2
466,Tahara,100,JP,2021-07-08 17:36:09,84,34.6667,137.2667,78.24,4.07
467,Pervomayskoye,12,RU,2021-07-08 17:36:09,42,43.919,46.7102,73.38,5.95
468,Ndago,100,TZ,2021-07-08 17:36:10,44,-4.6,34.35,69.98,10.29
469,Hobyo,86,SO,2021-07-08 17:36:10,78,5.3505,48.5268,77.34,24.25
470,Sol-Iletsk,100,RU,2021-07-08 17:36:10,74,51.1631,54.9918,60.51,18.32
471,Vestmannaeyjar,90,IS,2021-07-08 17:36:10,82,63.4427,-20.2734,54.59,8.05
472,Tautira,38,PF,2021-07-08 17:36:11,71,-17.7333,-149.15,75.22,14.9
473,Northam,35,GB,2021-07-08 17:36:11,81,51.0333,-4.2167,65.61,9.98
474,Ballina,90,AU,2021-07-08 17:36:11,94,-28.8667,153.5667,57.16,0.0
475,Touba,44,CI,2021-07-08 17:36:12,68,8.2833,-7.6833,80.04,7.27
476,Muros,2,ES,2021-07-08 17:36:12,60,42.7762,-9.0603,76.15,14.2
477,Olafsvik,100,IS,2021-07-08 17:36:12,97,64.8945,-23.7142,51.44,12.15
478,Jiaocheng,11,CN,2021-07-08 17:36:12,90,24.6774,116.1389,76.77,1.74
479,Owatonna,1,US,2021-07-08 17:35:59,69,44.0839,-93.226,67.84,3.44
480,Napier,84,NZ,2021-07-08 17:36:13,71,-39.4833,176.9167,46.76,3.22
481,Vestmanna,90,FO,2021-07-08 17:36:13,93,62.1564,-7.1664,50.92,11.5
482,Gaspe,20,CA,2021-07-08 17:36:13,55,48.8334,-64.4819,62.82,12.66
483,Abnub,0,EG,2021-07-08 17:36:14,19,27.2696,31.1511,97.02,9.48
484,Biak,72,ID,2021-07-08 17:36:14,86,-0.9131,122.8766,75.27,5.01
485,Bowen,40,AU,2021-07-08 17:36:14,78,-20.0167,148.2333,57.42,10.65
486,Anupgarh,38,IN,2021-07-08 17:36:14,32,29.1911,73.2086,98.42,6.69
487,Colorado Springs,40,US,2021-07-08 17:33:33,23,38.8339,-104.8214,95.77,5.99
488,Quang Ngai,96,VN,2021-07-08 17:36:15,91,15.1167,108.8,75.47,4.25
489,Namibe,41,AO,2021-07-08 17:36:15,84,-15.1961,12.1522,64.44,9.57
490,Mezen,84,RU,2021-07-08 17:36:15,61,65.8522,44.24,73.81,2.84
491,Goure,100,NE,2021-07-08 17:36:16,55,13.9835,10.2704,81.14,5.84
492,Namtsy,1,RU,2021-07-08 17:36:16,70,62.7161,129.6658,69.91,8.88
493,Ulladulla,94,AU,2021-07-08 17:36:16,69,-35.35,150.4667,45.5,4.36
494,Ancud,100,CL,2021-07-08 17:36:16,95,-41.8697,-73.8203,46.22,13.73
495,Kavaratti,100,IN,2021-07-08 17:36:17,80,10.5669,72.642,82.53,24.38
496,Teseney,67,ER,2021-07-08 17:36:17,55,15.11,36.6575,83.97,7.43
497,Navrongo,18,GH,2021-07-08 17:36:17,38,10.8956,-1.0921,94.26,6.76
498,Samarai,100,PG,2021-07-08 17:36:18,88,-10.6167,150.6667,77.56,10.27
499,Grand Gaube,8,MU,2021-07-08 17:36:18,75,-20.0064,57.6608,74.37,5.99
500,Saint-Augustin,5,CA,2021-07-08 17:36:18,31,51.226,-58.6502,65.98,9.48
501,Borogontsy,3,RU,2021-07-08 17:36:18,66,62.6683,131.1683,66.61,7.9
502,Kruisfontein,1,ZA,2021-07-08 17:36:19,61,-34.0033,24.7314,56.88,7.96
503,Inirida,64,CO,2021-07-08 17:35:21,60,3.8653,-67.9239,87.66,2.66
504,Cockburn Town,100,TC,2021-07-08 17:32:16,81,21.4612,-71.1419,82.35,19.04
505,Havoysund,100,NO,2021-07-08 17:36:19,98,70.9963,24.6622,52.68,20.38
506,Ust-Maya,41,RU,2021-07-08 17:36:19,77,60.4167,134.5333,60.75,7.7
507,Goderich,100,CA,2021-07-08 17:36:20,88,43.7501,-81.7165,70.92,6.91
508,Nouakchott,7,MR,2021-07-08 17:36:20,74,18.0858,-15.9785,87.73,14.7
509,Buckingham,78,GB,2021-07-08 17:36:20,65,51.9997,-0.9878,72.28,1.99
510,Adwa,59,ET,2021-07-08 17:36:21,81,14.1646,38.8955,65.12,5.77
511,Dukat,2,RU,2021-07-08 17:36:21,72,62.55,155.55,60.1,7.05
512,Ust-Nera,28,RU,2021-07-08 17:36:21,66,64.5667,143.2,67.48,6.49
513,Mangan,98,IN,2021-07-08 17:36:22,95,27.5167,88.5333,76.12,1.28
514,Sorland,100,NO,2021-07-08 17:36:22,95,67.667,12.6934,57.27,16.96
515,Oistins,75,BB,2021-07-08 17:36:22,70,13.0667,-59.5333,86.09,25.32
516,Singaraja,87,ID,2021-07-08 17:36:22,86,-8.112,115.0882,78.08,2.08
517,Port Lincoln,9,AU,2021-07-08 17:36:23,88,-34.7333,135.8667,51.96,9.66
518,Katsuura,100,JP,2021-07-08 17:36:23,96,35.1333,140.3,75.18,3.51
519,Ulundi,0,ZA,2021-07-08 17:36:23,47,-28.3352,31.4162,60.69,6.08
520,Lakes Entrance,99,AU,2021-07-08 17:36:23,80,-37.8811,147.981,42.76,4.61
521,Bukama,9,CD,2021-07-08 17:36:24,31,-9.2,25.85,73.17,2.57
522,Kaduna,79,NG,2021-07-08 17:36:24,76,10.5222,7.4383,76.3,6.85
523,Atbasar,98,KZ,2021-07-08 17:36:24,39,51.8,68.3333,69.82,26.69
524,Chabahar,2,IR,2021-07-08 17:36:25,84,25.2919,60.643,86.45,10.07
525,Mongo,63,TD,2021-07-08 17:36:25,50,12.1844,18.693,84.79,4.88
526,Kyzyl-Suu,21,KG,2021-07-08 17:36:25,33,42.3414,78.0056,66.74,7.29
527,Dire Dawa,61,ET,2021-07-08 17:36:25,59,9.5931,41.8661,74.59,20.15
528,Natal,75,BR,2021-07-08 17:36:26,78,-5.795,-35.2094,79.45,19.57
529,Emba,100,KZ,2021-07-08 17:36:26,61,48.8264,58.1442,67.98,1.72
530,Victor Harbor,85,AU,2021-07-08 17:36:26,62,-35.5667,138.6167,52.92,6.04
531,Batagay-Alyta,82,RU,2021-07-08 17:36:26,65,67.8006,130.4114,64.69,9.37
532,San Buenaventura,75,MX,2021-07-08 17:36:27,77,27.0833,-101.5333,81.48,0.0
533,Beyneu,0,KZ,2021-07-08 17:36:27,38,45.3167,55.2,74.59,19.1
534,Qaqortoq,100,GL,2021-07-08 17:36:27,85,60.7167,-46.0333,52.3,8.41
535,San Ignacio,20,BZ,2021-07-08 17:36:28,58,17.1561,-89.0714,91.54,9.22
536,Cefalu,2,IT,2021-07-08 17:36:28,74,38.0386,14.0229,91.08,4.0
537,Lardos,0,GR,2021-07-08 17:36:28,67,36.0942,28.0157,87.62,8.97
538,Jumla,96,NP,2021-07-08 17:36:28,94,29.2747,82.1838,61.84,2.77
539,Flinders,77,AU,2021-07-08 17:36:29,88,-34.5833,150.8552,48.2,2.91
540,Sola,64,VU,2021-07-08 17:36:29,73,-13.8833,167.55,79.52,24.45
541,Presidencia Roque Saenz Pena,0,AR,2021-07-08 17:36:29,26,-26.7852,-60.4388,85.55,11.14
542,Kuching,20,MY,2021-07-08 17:36:29,94,1.55,110.3333,77.22,3.44
543,Kudahuvadhoo,100,MV,2021-07-08 17:36:30,77,2.6708,72.8944,82.56,17.56
544,Tianpeng,100,CN,2021-07-08 17:36:30,95,30.9866,103.9393,79.63,2.98
545,Benghazi,0,LY,2021-07-08 17:36:30,66,32.1167,20.0667,82.56,16.55
546,Kuala Terengganu,40,MY,2021-07-08 17:36:31,94,5.3302,103.1408,76.95,4.61
547,Bani,68,DO,2021-07-08 17:36:31,56,18.2833,-70.3333,89.04,17.58
548,Allende,28,MX,2021-07-08 17:36:31,59,25.2833,-100.0167,88.99,4.38
549,Naze,88,JP,2021-07-08 17:36:31,86,28.3667,129.4833,77.09,8.9
550,Gera,100,DE,2021-07-08 17:36:32,96,50.8803,12.0819,67.8,5.88
551,Inta,80,RU,2021-07-08 17:36:32,60,66.0317,60.1659,70.27,4.41
552,Walvis Bay,6,NA,2021-07-08 17:36:32,63,-22.9575,14.5053,59.95,8.05
553,Ketrzyn,34,PL,2021-07-08 17:36:32,88,54.0768,21.3753,73.26,3.51
554,Loandjili,20,CG,2021-07-08 17:36:33,83,-4.7561,11.8578,77.11,10.36
555,Yuancheng,0,CN,2021-07-08 17:36:33,60,36.652,107.7896,72.73,4.12
556,Pontianak,40,ID,2021-07-08 17:36:33,100,-0.0333,109.3333,73.38,1.14
557,Wattegama,83,LK,2021-07-08 17:36:34,81,6.7989,81.4808,78.06,9.8
558,Payo,87,ID,2021-07-08 17:36:34,89,-3.7508,103.6372,72.48,1.52
559,Srandakan,66,ID,2021-07-08 17:36:34,91,-7.9386,110.2506,59.74,2.57
560,Inyonga,54,TZ,2021-07-08 17:36:34,48,-6.7167,32.0667,67.15,5.32
561,Waipawa,93,NZ,2021-07-08 17:36:35,87,-41.4122,175.5153,39.83,3.47
562,Hidalgo,99,MX,2021-07-08 17:36:35,70,20.5,-99.0,68.29,5.86
563,Palmer,90,US,2021-07-08 17:34:08,77,42.1584,-72.3287,69.62,6.91
564,Cancun,75,MX,2021-07-08 17:32:25,62,21.1743,-86.8466,89.53,16.11
565,Lorengau,88,PG,2021-07-08 17:36:35,80,-2.0226,147.2712,80.19,8.72
566,Fukue,75,JP,2021-07-08 17:36:36,91,32.6881,128.8419,78.4,11.14
567,Polson,7,US,2021-07-08 17:32:13,35,47.6936,-114.1632,79.41,4.0
568,Storm Lake,96,US,2021-07-08 17:36:36,96,42.6411,-95.2097,64.09,6.96
569,Rameswaram,49,IN,2021-07-08 17:36:36,84,9.2833,79.3,83.34,26.37
570,Zelenoborsk,94,RU,2021-07-08 17:36:37,79,61.4669,64.0333,63.81,3.13
571,Machilipatnam,100,IN,2021-07-08 17:36:37,73,16.1667,81.1333,83.03,6.93
572,Southbridge,96,US,2021-07-08 17:36:37,68,42.0751,-72.0334,71.98,6.55
573,Trinidad,20,BO,2021-07-08 17:33:23,51,-14.8333,-64.9,89.58,5.75
574,Punta Alta,99,AR,2021-07-08 17:32:25,54,-38.8759,-62.0736,62.73,7.2
575,Kilindoni,8,TZ,2021-07-08 17:36:38,75,-7.9139,39.6668,77.07,18.99
576,Yaval,100,IN,2021-07-08 17:36:38,74,21.1667,75.7,81.5,5.79
577,Iqaluit,90,CA,2021-07-08 17:36:38,86,63.7506,-68.5145,42.53,8.99
578,Dichiseni,23,RO,2021-07-08 17:36:38,78,44.2333,27.5333,75.6,6.31
579,Torit,97,SS,2021-07-08 17:36:39,96,4.4133,32.5678,68.52,2.01
580,San Matias,0,BO,2021-07-08 17:36:39,17,-16.3667,-58.4,95.16,3.83
